名称,描述,房源好评率,近期预定量,房源类型,户型,出租类型,床型,床数,可住人数,独卫数量,面积,发票,地址,省份,城区,配套设施,周边设施,乘车路线,房源评论数,房客评价,价格,房源综合得分,房主好评率,房主回复率,房主接单率,其他房源数,其他房源平均分
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
「哲家」恋与爱｜羽丝绒床垫｜复式投影房｜免费影视VIP｜小度智能｜汇中衡水学院｜可四人｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,"双人床
沙发床",2张,2人,1,110平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,224,,100.0%,100.0%,100.0%,7,5.0
「哲家」浪漫满屋｜投影房免费会员｜小度智能｜设计师风格｜超大客厅｜情侣打卡｜十三十四中二中｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,80平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备', '灭火器']",,,0,,223,,100.0%,100.0%,100.0%,7,5.0
「哲家」星夜相伴｜投影房免费会员｜小度智能｜ins风精装｜情侣打卡｜十三十四二中｜超大客厅｜每日消毒,"
                 1
            ",100%,28 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-中华北大街276号-方圆小区,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '有窗户', '沙发', '空气净化器', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '电饭煲', '微波炉', '卡拉OK', '投影设备', '音响设备']",,,0,,158,,100.0%,100.0%,100.0%,7,5.0
「哲家」绿野仙踪｜羽丝绒床垫｜复式投影房｜免费影视VIP｜可加两床｜高清电视｜汇中｜十三十四二五,"
                 1
            ",100%,18 晚,其它,1室1厅,整租,双人床,1张,2人,1,100平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['无线WIFI', '电视', '淋浴', '暖气', '洗衣机', '电冰箱', '全天热水', '厨房', '毛巾', '热水壶', '电梯', '保安', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '接待老人60岁以上', '被子', '落地窗', '沙发', '净水机', '洗浴用品', '牙具', '刀具菜板', '洗涤用品', '燃气灶', '电磁炉', '微波炉', '投影设备', '音响设备', '灭火器']",,,0,,210,,100.0%,100.0%,100.0%,7,5.0
「哲家」遇见生活｜每日消毒｜投影房免费会员｜小度智能｜提供加床｜衡水学院汇中,"
                亲爱的客人，欢迎来到我们的家！
【位置】我家靠近衡水学院、衡水站、汇中广场、二中十三中十四中衡中、衡水市哈里逊人民医院、衡水育才妇产医院、
【特色服务】我们将为您提供从入住到退房一条龙的管家式服务
【户型功能】我家是温馨1居（1室1厅1卫1厨房），房源有1张双人床可供3人居住，如您有特殊需求，最多还可以加1位客人，希望您有个舒适的睡眠。
【尽享私密】全程自助入住，给您安静的享受
【干净卫生】我们有专业的保洁清扫，让您住得安心
            ",100%,18 晚,Loft公寓,1室1厅,整租,双人床,1张,2人,1,88平米,提供,衡水-桃城区-红旗大街-汇中广场,衡水,桃城区,"['宽带上网', '无线WIFI', '淋浴', '空调', '暖气', '洗衣机', '电冰箱', '全天热水', '毛巾', '拖鞋', '热水壶', '电梯', '保安', '对讲门禁', '餐具炊具', '电吹风', '智能门锁', '允许抽烟', '允许携带宠物', '接待儿童2到12岁', '接待婴幼儿2岁以下', '泳池', '浴缸', '新风系统', '有窗户', '落地窗', '沙发', '茶几', '净水机', '空气净化器', '洗浴用品', '牙具', '香皂', '刀具菜板', '洗涤用品', '电磁炉', '电饭煲', '投影设备', '音响设备', '灭火器', '花园', '观景露台']",【周边环境】位于衡水CBD商业区，周围有汇中广场，星巴克，coco茶饮，汉堡王，电影院，麦当劳，医院商场餐饮应有尽有，下楼就是商场，一站式享受,,0,,229,,100.0%,100.0%,100.0%,7,5.0
